capitulo,leccion,dificultad,enunciado,opcion_a,opcion_b,opcion_c,opcion_d,respuesta_correcta,explicacion
Series y Sucesiones,Representación de funciones,medio,¿Cual es el intervalo de convergencia de la serie de $\ln(1+x)$?,"$(-1, 1)$","$(-1, 1]$","$[-1, 1]$","$[-1, 1)$",B,"$\ln(1+x)=\sum\frac{(-1)^{n+1}x^n}{n}$ tiene $R=1$. En $x=1$: $\sum\frac{(-1)^{n+1}}{n}$ converge. En $x=-1$: $\sum\frac{-1}{n}$ diverge. Intervalo $(-1,1]$."
Series y Sucesiones,Representación de funciones,medio,Represente $\frac{x^3}{x+2}$ como serie de potencias centrada en $0$.,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{n+3}}{2^{n+1}}$,$\sum_{n=0}^{\infty} \frac{x^{n+3}}{2^{n+1}}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^n}{2}$,$\sum_{n=3}^{\infty} (-1)^n x^n$,A,$\frac{x^3}{x+2}=\frac{x^3}{2}\cdot\frac{1}{1+x/2}=\frac{x^3}{2}\sum_{n=0}^{\infty}(-\frac{x}{2})^n=\sum_{n=0}^{\infty}\frac{(-1)^n x^{n+3}}{2^{n+1}}$.
Series y Sucesiones,Representación de funciones,medio,Encuentre la serie de $\frac{1}{(1+x)^2}$ derivando $\frac{-1}{1+x}$.,$\sum_{n=0}^{\infty} (-1)^n (n+1)x^n$,Ambas A y B son correctas,$\sum_{n=0}^{\infty} (n+1)x^n$,$\sum_{n=1}^{\infty} (-1)^{n+1} nx^{n-1}$,B,$\frac{1}{1+x}=\sum(-1)^n x^n$. Derivando: $-\frac{1}{(1+x)^2}=\sum_{n=1}^{\infty}(-1)^n nx^{n-1}$. Entonces $\frac{1}{(1+x)^2}=\sum_{n=1}^{\infty}(-1)^{n+1}nx^{n-1}=\sum_{n=0}^{\infty}(-1)^n(n+1)x^n$.
Series y Sucesiones,Representación de funciones,dificil,Encuentre la serie de potencias para $\frac{x}{(1-x)^2}$.,$\sum_{n=1}^{\infty} nx^n$,$\sum_{n=0}^{\infty} nx^n$,$\sum_{n=1}^{\infty} (n+1)x^n$,$\sum_{n=0}^{\infty} x^{2n}$,A,$\frac{1}{(1-x)^2}=\sum_{n=1}^{\infty}nx^{n-1}$. Multiplicando por $x$: $\frac{x}{(1-x)^2}=\sum_{n=1}^{\infty}nx^n$.
Series y Sucesiones,Representación de funciones,dificil,Determine la serie de potencias de $\frac{2}{(1-x)^3}$.,$\sum_{n=0}^{\infty} (n+1)^2 x^n$,$\sum_{n=0}^{\infty} n^2 x^n$,$\sum_{n=2}^{\infty} n(n-1)x^n$,$\sum_{n=0}^{\infty} (n+1)(n+2)x^n$,D,$\frac{d}{dx}\frac{1}{(1-x)^2}=\frac{2}{(1-x)^3}$ y $\frac{1}{(1-x)^2}=\sum(n+1)x^n$. Derivando: $\frac{2}{(1-x)^3}=\sum_{n=1}^{\infty}(n+1)nx^{n-1}=\sum_{n=0}^{\infty}(n+2)(n+1)x^n$.
Series y Sucesiones,Representación de funciones,dificil,Encuentre la serie de potencias para $\ln\left(\frac{1+x}{1-x}\right)$.,$\sum_{n=0}^{\infty} \frac{x^{2n}}{n}$,$\sum_{n=1}^{\infty} \frac{2x^n}{n}$,$2\sum_{n=0}^{\infty} \frac{x^{2n+1}}{2n+1}$,$2\sum_{n=1}^{\infty} \frac{(-1)^{n+1}x^n}{n}$,C,"$\ln(1+x)-\ln(1-x)=\sum\frac{(-1)^{n+1}x^n}{n}-\sum\frac{(-1)^{n+1}(-x)^n}{n}$. Los terminos pares se cancelan, los impares se duplican: $2\sum\frac{x^{2n+1}}{2n+1}$."
Series y Sucesiones,Representación de funciones,dificil,"Use series de potencias para representar $\int_0^x \frac{\arctan(t)}{t}\,dt$.",$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{(2n+1)^2}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n+1}}{(2n+1)^2}$,$\sum_{n=0}^{\infty} \frac{x^{2n+1}}{(2n+1)^2}$,$\sum_{n=1}^{\infty} \frac{(-1)^{n+1} x^{2n}}{4n^2}$,B,$\frac{\arctan(t)}{t}=\sum\frac{(-1)^n t^{2n}}{2n+1}$. Integrando: $\sum\frac{(-1)^n x^{2n+1}}{(2n+1)^2}$.
Series y Sucesiones,Representación de funciones,dificil,Represente $\frac{1}{4-x^2}$ como serie de potencias centrada en $0$.,$\frac{1}{4}\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{4^n}$,$\sum_{n=0}^{\infty} \frac{x^{2n}}{2^{n+1}}$,$\sum_{n=0}^{\infty} \frac{x^n}{4^n}$,$\sum_{n=0}^{\infty} \frac{x^{2n}}{4^{n+1}}$,D,$\frac{1}{4-x^2}=\frac{1}{4}\cdot\frac{1}{1-x^2/4}=\frac{1}{4}\sum_{n=0}^{\infty}\left(\frac{x^2}{4}\right)^n=\sum\frac{x^{2n}}{4^{n+1}}$.
Series y Sucesiones,Representación de funciones,dificil,Determine $\sum_{n=1}^{\infty} \frac{n}{3^n}$ usando la serie de $\frac{x}{(1-x)^2}$.,$\frac{3}{4}$,$\frac{1}{3}$,$\frac{3}{2}$,$\frac{9}{4}$,A,$\frac{x}{(1-x)^2}=\sum nx^n$. Evaluando en $x=\frac{1}{3}$: $\frac{1/3}{(2/3)^2}=\frac{1/3}{4/9}=\frac{3}{4}$.
Series y Sucesiones,Series de Taylor y Maclaurin,facil,La serie de Maclaurin de $e^x$ es:,$\sum_{n=0}^{\infty} x^n$,$\sum_{n=1}^{\infty} \frac{x^n}{n!}$,$\sum_{n=0}^{\infty} \frac{x^n}{n!}$,$\sum_{n=0}^{\infty} \frac{x^n}{n}$,C,"Como $f^{(n)}(0)=1$ para todo $n$, la serie es $\sum\frac{x^n}{n!}$."
Series y Sucesiones,Series de Taylor y Maclaurin,facil,Una serie de Maclaurin es una serie de Taylor centrada en:,$a = 0$,$a = e$,$a = 1$,Cualquier $a$,A,La serie de Maclaurin es el caso particular de Taylor con centro $a=0$.
Series y Sucesiones,Series de Taylor y Maclaurin,facil,La serie de Maclaurin de $\sin(x)$ contiene solo potencias:,Pares de $x$,Impares de $x$,Todas las potencias,Potencias de $2$,B,$\sin(x)=\sum_{n=0}^{\infty}\frac{(-1)^n x^{2n+1}}{(2n+1)!}=x-\frac{x^3}{3!}+\frac{x^5}{5!}-\cdots$. Solo potencias impares.
Series y Sucesiones,Series de Taylor y Maclaurin,facil,El radio de convergencia de la serie de Maclaurin de $e^x$ es:,$R = 1$,$R = e$,$R = \infty$,$R = 0$,C,"La serie de $e^x$ converge para todo $x \in \mathbb{R}$, asi que $R=\infty$."
Series y Sucesiones,Series de Taylor y Maclaurin,facil,¿Cual es el primer termino no nulo de la serie de Maclaurin de $\cos(x)$?,$x$,$\frac{x^2}{2}$,$1$,$-\frac{x^2}{2}$,C,"$\cos(0)=1$, asi que el primer termino es $1$ (el termino $n=0$)."
Series y Sucesiones,Series de Taylor y Maclaurin,facil,La formula general de la serie de Taylor de $f(x)$ alrededor de $a$ es:,$\sum_{n=0}^{\infty} f^{(n)}(a) x^n$,$\sum_{n=0}^{\infty} \frac{f^{(n)}(a)}{n!}(x-a)^n$,$\sum_{n=0}^{\infty} \frac{f(a)}{n!}x^n$,$\sum_{n=1}^{\infty} \frac{f^{(n)}(0)}{n!}x^n$,B,La serie de Taylor de $f$ centrada en $a$ es $\sum\frac{f^{(n)}(a)}{n!}(x-a)^n$.
Series y Sucesiones,Series de Taylor y Maclaurin,medio,La serie de Maclaurin de $\cos(x)$ es:,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n+1}}{(2n+1)!}$,$\sum_{n=1}^{\infty} \frac{(-1)^{n+1} x^{2n}}{(2n)!}$,$\sum_{n=0}^{\infty} \frac{x^{2n}}{(2n)!}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{(2n)!}$,D,$\cos(x)=1-\frac{x^2}{2!}+\frac{x^4}{4!}-\cdots=\sum_{n=0}^{\infty}\frac{(-1)^n x^{2n}}{(2n)!}$.
Series y Sucesiones,Series de Taylor y Maclaurin,medio,"Aproxime $\sin(0{,}1)$ usando los primeros dos terminos no nulos de su serie de Maclaurin.","$0{,}0998$","$0{,}0998333$","$0{,}1$","$0{,}09983$",B,"$\sin(x)\approx x-\frac{x^3}{6}$. $\sin(0{,}1)\approx 0{,}1-\frac{0{,}001}{6}=0{,}1-0{,}0001667\approx 0{,}0998333$."
Series y Sucesiones,Series de Taylor y Maclaurin,medio,¿Cual es la serie de Maclaurin de $e^{-x}$?,$\sum_{n=0}^{\infty} \frac{x^n}{n!}$,$\sum_{n=0}^{\infty} \frac{(-x)^n}{(n+1)!}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^n}{n!}$,$-\sum_{n=0}^{\infty} \frac{x^n}{n!}$,C,Se sustituye $x$ por $-x$ en $e^x=\sum\frac{x^n}{n!}$: $e^{-x}=\sum\frac{(-x)^n}{n!}=\sum\frac{(-1)^n x^n}{n!}$.
Series y Sucesiones,Series de Taylor y Maclaurin,medio,Determine el radio de convergencia de la serie de Maclaurin de $\ln(1+x)=\sum_{n=1}^{\infty} \frac{(-1)^{n-1}x^n}{n}$.,$R = 1$,$R = e$,$R = \infty$,$R = \ln(2)$,A,$L=\lim\frac{n}{n+1}=1$. $R=1$.
Series y Sucesiones,Series de Taylor y Maclaurin,medio,Encuentre el polinomio de Taylor de grado 2 de $f(x)=e^x$ alrededor de $a=1$.,$e + e(x-1) + \frac{e}{2}(x-1)^2$,$1+x+\frac{x^2}{2}$,$e + (x-1) + (x-1)^2$,$e(1+x+\frac{x^2}{2})$,A,"$f(1)=e$, $f'(1)=e$, $f''(1)=e$. $P_2(x)=e+e(x-1)+\frac{e}{2}(x-1)^2$."
Series y Sucesiones,Series de Taylor y Maclaurin,medio,La serie de Maclaurin de $\frac{1}{1-x}$ coincide con:,$\sum \frac{(-1)^n x^n}{n}$,La serie de Taylor de $e^x$,$\sum \frac{x^n}{n!}$,La serie geometrica $\sum x^n$,D,"$\frac{1}{1-x}=\sum x^n$ es la serie geometrica, que tambien es la serie de Maclaurin de $\frac{1}{1-x}$."
Series y Sucesiones,Series de Taylor y Maclaurin,medio,¿Cual es la serie de Maclaurin de $\sin(x)$?,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n+1}}{(2n+1)!}$,$x + \frac{x^3}{3!} + \frac{x^5}{5!}+\cdots$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{(2n)!}$,$\sum_{n=0}^{\infty} \frac{x^{2n+1}}{(2n+1)!}$,A,$\sin(x)=x-\frac{x^3}{3!}+\frac{x^5}{5!}-\cdots = \sum_{n=0}^{\infty}\frac{(-1)^n x^{2n+1}}{(2n+1)!}$.
Series y Sucesiones,Series de Taylor y Maclaurin,medio,"Si todas las derivadas de $f(x)=\cos(x)$ se evaluan en $a=0$, ¿que patron siguen $f(0), f'(0), f''(0), f'''(0)$?","$1, 1, -1, -1$","$0, 1, 0, -1$","$1, -1, 1, -1$","$1, 0, -1, 0$",D,"$\cos(0)=1$, $-\sin(0)=0$, $-\cos(0)=-1$, $\sin(0)=0$. Patron: $1,0,-1,0$."
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Encuentre la serie de Maclaurin de $e^{x^2}$.,$\sum_{n=0}^{\infty} \frac{x^{2n}}{(2n)!}$,$\sum_{n=0}^{\infty} \frac{x^{2n}}{n!}$,$\sum_{n=0}^{\infty} \frac{x^n}{n!}$,$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{n!}$,B,Sustituimos $x$ por $x^2$ en $e^x=\sum\frac{x^n}{n!}$: $e^{x^2}=\sum\frac{(x^2)^n}{n!}=\sum\frac{x^{2n}}{n!}$.
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Encuentre los primeros tres terminos no nulos de la serie de Maclaurin de $\sin(x^2)$.,$x - \frac{x^5}{6} + \frac{x^9}{120}$,$x^2 - \frac{x^4}{6} + \frac{x^6}{120}$,$x^2 - \frac{x^6}{6} + \frac{x^{10}}{120}$,$x^2 + \frac{x^6}{6} + \frac{x^{10}}{120}$,C,$\sin(u)=u-\frac{u^3}{6}+\frac{u^5}{120}-\cdots$. Con $u=x^2$: $x^2-\frac{x^6}{6}+\frac{x^{10}}{120}$.
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Encuentre el polinomio de Taylor de grado 3 de $f(x)=\ln(x)$ alrededor de $a=1$.,$(x-1) - \frac{(x-1)^2}{2} + \frac{(x-1)^3}{3}$,$x - \frac{x^2}{2} + \frac{x^3}{3}$,$(x-1) + \frac{(x-1)^2}{2} + \frac{(x-1)^3}{3}$,$1 + (x-1) - (x-1)^2 + (x-1)^3$,A,"$f(1)=0$, $f'(1)=1$, $f''(1)=-1$, $f'''(1)=2$. $P_3=(x-1)-\frac{(x-1)^2}{2}+\frac{(x-1)^3}{3}$."
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Determine la serie de Maclaurin de $\frac{\sin(x)}{x}$ y su valor en $x=0$.,"$\sum_{n=0}^{\infty} \frac{x^{2n}}{(2n+1)!}$, valor en $0$: $1$","$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n+1}}{(2n+1)!}$, valor en $0$: $0$","$\sum_{n=1}^{\infty} \frac{(-1)^{n-1} x^{2n}}{(2n)!}$, valor en $0$: $0$","$\sum_{n=0}^{\infty} \frac{(-1)^n x^{2n}}{(2n+1)!}$, valor en $0$: $1$",D,$\frac{\sin x}{x}=\frac{1}{x}\sum\frac{(-1)^n x^{2n+1}}{(2n+1)!}=\sum\frac{(-1)^n x^{2n}}{(2n+1)!}$. En $x=0$: primer termino $=\frac{1}{1!}=1$.
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Encuentre la serie de Maclaurin de $x e^{-x^2}$ hasta el termino $x^5$.,$x - x^3 + x^5$,$x + x^3 + \frac{x^5}{2}$,$x - \frac{x^3}{3} + \frac{x^5}{5}$,$x - x^3 + \frac{x^5}{2}$,D,$e^{-x^2}=1-x^2+\frac{x^4}{2}-\cdots$ Multiplicando por $x$: $xe^{-x^2}=x-x^3+\frac{x^5}{2}-\cdots$
Series y Sucesiones,Series de Taylor y Maclaurin,dificil,Use la serie de Maclaurin para evaluar $\lim_{x\to 0} \frac{e^x - 1 - x}{x^2}$.,$0$,$\frac{1}{2}$,$1$,$\infty$,B,$e^x=1+x+\frac{x^2}{2}+\cdots$ Entonces $\frac{e^x-1-x}{x^2}=\frac{x^2/2+x^3/6+\cdots}{x^2}=\frac{1}{2}+\frac{x}{6}+\cdots\to\frac{1}{2}$.
Series y Sucesiones,Series,facil,"Una serie es:",Suma de números,Suma infinita de términos de una sucesión,Producto,Función,B,"$\sum_{n=1}^\infty a_n$."
Series y Sucesiones,Series,facil,"Una serie geométrica $\sum r^n$ converge si:",$|r| > 1$,$|r| < 1$,$r = 1$,$r = 0$,B,"Convergencia para $|r| < 1$, suma $1/(1-r)$ (empezando en $n=0$)."
Series y Sucesiones,Series,medio,"$\sum_{n=0}^\infty (1/2)^n = $:",1,$2$,$\infty$,$1/2$,B,"$1/(1 - 1/2) = 2$."
Series y Sucesiones,Series,medio,"Serie armónica $\sum 1/n$:",Converge,Diverge,Converge a 1,Converge a $e$,B,"Diverge (lentamente)."
Series y Sucesiones,Series,medio,"Serie p $\sum 1/n^p$ converge ⇔:",$p \leq 1$,$p > 1$,$p = 1$,$p \neq 0$,B,"Criterio: $p > 1$."
Series y Sucesiones,Convergencia,facil,"Si $\sum a_n$ converge, entonces $a_n \to $:",1,0,$\infty$,Indeterminado,B,"Condición necesaria: $a_n \to 0$."
Series y Sucesiones,Convergencia,medio,"Si $a_n \not\to 0$, $\sum a_n$:",Converge,Diverge,Indefinida,Es 0,B,"Test de divergencia."
Series y Sucesiones,Convergencia,medio,"Test de la razón: $\lim |a_{n+1}/a_n| < 1$:",Converge absolutamente,Diverge,Inconcluyente,Indefinido,A,"$L < 1$ ⇒ converge absolutamente."
Series y Sucesiones,Convergencia,medio,"Test de la raíz: $\lim \sqrt[n]{|a_n|} > 1$:",Converge,Diverge,Inconcluyente,Indefinido,B,"$L > 1$ ⇒ diverge."
Series y Sucesiones,Series alternantes,facil,"$\sum (-1)^n a_n$ con $a_n > 0$ converge si:",$a_n$ creciente,$a_n \to 0$ y decreciente,$a_n = c$,$\sum a_n$ diverge,B,"Test de Leibniz."
Series y Sucesiones,Series alternantes,medio,"$\sum (-1)^n / n$ es:",Convergente (condicional),Convergente absoluta,Divergente,No definida,A,"Converge por Leibniz, pero $\sum 1/n$ diverge."
Series y Sucesiones,Series de potencias,facil,"$\sum c_n (x-a)^n$ es serie de potencias centrada en:",$0$,$a$,$x$,$c_n$,B,"Centro $a$."
Series y Sucesiones,Series de potencias,medio,"Radio de convergencia $R$ de $\sum x^n$:",0,1,$\infty$,$e$,B,"$R = 1$ por test de la razón."
Series y Sucesiones,Series de Taylor,facil,"Serie de Taylor de $f$ en $a$:",$\sum f^{(n)}(a) (x-a)^n / n!$,$f(a) + f'(a)$,$\int f$,$f(x)$,A,"Definición."
Series y Sucesiones,Series de Taylor,medio,"Serie de Maclaurin de $e^x$:",$\sum x^n / n!$,$\sum x^n$,$\sum x^{n+1}$,$\sum 1/n$,A,"$e^x = 1 + x + x^2/2! + ...$"
Series y Sucesiones,Series de Taylor,medio,"Serie de Maclaurin de $\sin x$:",$\sum (-1)^n x^{2n+1}/(2n+1)!$,$\sum x^n/n!$,$\sum x^{2n}$,$x$,A,"Coeficientes alternantes."
Series y Sucesiones,Series de Taylor,medio,"Serie de Maclaurin de $\cos x$:",$\sum (-1)^n x^{2n}/(2n)!$,$\sum x^n/n!$,$\sum (-1)^n x^{2n+1}$,$1$,A,"Pares con signos alternantes."
Series y Sucesiones,Series de Taylor,medio,"$\ln(1+x) = $ alrededor de 0:",$\sum (-1)^{n-1} x^n / n$,$\sum x^n$,$\ln x$,$1$,A,"$x - x^2/2 + x^3/3 - ...$"
Series y Sucesiones,Series de Taylor,dificil,"$1/(1-x) = $ para $|x|<1$:",$\sum x^n$,$\sum 1/x^n$,$x$,$1 - x$,A,"Serie geométrica."
